time,lasttime,lat,lng,speed,course,altitude,comment,,ascent_velocity(MPH),temp_pres_process,pres_process,temp,pres,vent_sp
2021-05-12 14:01:32,2021-05-12 14:01:32,32.4225,-111.06033,2,32,796.75, StrTrk 23 9 1.66V 25C 92583Pa ,,,25C 92583Pa ,92583Pa ,298,92583,0
2021-05-12 14:02:31,2021-05-12 14:02:31,32.4225,-111.0605,0,40,797.97, StrTrk 24 9 1.66V 26C 92591Pa ,,0.01406101681,26C 92591Pa ,92591Pa ,299,92591,0
2021-05-12 14:03:30,2021-05-12 14:03:30,32.4225,-111.06033,0,57,801.01, StrTrk 25 9 1.66V 27C 92559Pa ,,0.03503728816,27C 92559Pa ,92559Pa ,300,92559,0
2021-05-12 14:04:32,2021-05-12 14:05:31,32.4225,-111.0605,4,116,801.93, StrTrk 27 9 1.67V 28C 92554Pa ,,0.01009032258,28C 92554Pa ,92554Pa ,301,92554,0
2021-05-12 14:06:30,2021-05-12 14:07:32,32.4225,-111.06033,0,355,801.01, StrTrk 29 9 1.67V 30C 92557Pa ,,-0.005301694919,30C 92557Pa ,92557Pa ,303,92557,0
2021-05-12 14:09:31,2021-05-12 14:13:30,32.4225,-111.0605,7,312,798.88, StrTrk 35 9 1.69V 33C 92391Pa ,,-0.008002209964,33C 92391Pa ,92391Pa ,306,92391,0
2021-05-12 14:14:30,2021-05-12 14:14:30,32.42317,-111.06183,15,293,873.86, StrTrk 36 9 1.70V 33C 91701Pa ,,0.1705230769,33C 91701Pa ,91701Pa ,306,91701,0
2021-05-12 14:15:35,2021-05-12 14:15:35,32.42433,-111.06433,15,290,945.79, StrTrk 37 9 1.70V 34C 91098Pa ,,0.7524984603,34C 91098Pa ,91098Pa ,307,91098,0
2021-05-12 14:16:30,2021-05-12 14:16:30,32.42533,-111.0675,20,294,1004.93, StrTrk 38 9 1.71V 34C 90540Pa ,,0.7311854508,34C 90540Pa ,90540Pa ,307,90540,0
2021-05-12 14:17:30,2021-05-12 14:17:30,32.42667,-111.07067,17,292,1048.82, StrTrk 39 9 1.71V 35C 90067Pa ,,0.4974200036,35C 90067Pa ,90067Pa ,308,90067,0
2021-05-12 14:18:30,2021-05-12 14:18:30,32.42767,-111.07333,11,286,1107.03, StrTrk 40 9 1.71V 36C 89424Pa ,,0.6597133312,36C 89424Pa ,89424Pa ,309,89424,0
2021-05-12 14:19:30,2021-05-12 14:19:30,32.42783,-111.07483,2,267,1164.95, StrTrk 41 9 1.71V 37C 88809Pa ,,0.6564266645,37C 88809Pa ,88809Pa ,310,88809,0
2021-05-12 14:20:35,2021-05-12 14:20:35,32.4275,-111.07583,6,228,1232.92, StrTrk 42 9 1.71V 37C 88118Pa ,,0.7110707749,37C 88118Pa ,88118Pa ,310,88118,0
2021-05-12 14:21:33,2021-05-12 14:21:33,32.42683,-111.077,7,230,1303.02, StrTrk 43 9 1.73V 37C 87404Pa ,,0.8218620639,37C 87404Pa ,87404Pa ,310,87404,0
2021-05-12 14:22:30,2021-05-12 14:22:30,32.42633,-111.078,7,233,1372.82, StrTrk 44 9 1.73V 37C 86722Pa ,,0.8327017526,37C 86722Pa ,86722Pa ,310,86722,0
2021-05-12 14:23:30,2021-05-12 14:23:30,32.42583,-111.0795,7,253,1445.97, StrTrk 45 9 1.74V 38C 85993Pa ,,0.8290333393,38C 85993Pa ,85993Pa ,311,85993,0
2021-05-12 14:24:35,2021-05-12 14:24:35,32.42533,-111.081,9,250,1520.04, StrTrk 46 9 1.74V 38C 85249Pa ,,0.7748861526,38C 85249Pa ,85249Pa ,311,85249,0
2021-05-12 14:25:33,2021-05-12 14:25:33,32.42483,-111.08267,9,252,1605.08, StrTrk 47 9 1.75V 38C 84418Pa ,,0.9970206835,38C 84418Pa ,84418Pa ,311,84418,0
2021-05-12 14:26:30,2021-05-12 14:26:30,32.42467,-111.0845,9,270,1678.84, StrTrk 48 9 1.75V 38C 83670Pa ,,0.8799438675,38C 83670Pa ,83670Pa ,311,83670,0
2021-05-12 14:27:31,2021-05-12 14:27:31,32.4245,-111.08633,11,278,1756.87, StrTrk 49 9 1.76V 38C 82929Pa ,,0.8698426168,38C 82929Pa ,82929Pa ,311,82929,0
2021-05-12 14:28:30,2021-05-12 14:28:30,32.42433,-111.08817,9,269,1844.04, StrTrk 50 9 1.77V 38C 82106Pa ,,1.004671187,38C 82106Pa ,82106Pa ,311,82106,0
2021-05-12 14:29:30,2021-05-12 14:29:30,32.424,-111.08983,7,229,1922.98, StrTrk 51 9 1.78V 37C 81313Pa ,,0.8946533398,37C 81313Pa ,81313Pa ,310,81313,0
2021-05-12 14:30:30,2021-05-12 14:30:30,32.42317,-111.09133,7,262,1998.88, StrTrk 52 9 1.79V 37C 80581Pa ,,0.8601999972,37C 80581Pa ,80581Pa ,310,80581,0
2021-05-12 14:31:31,2021-05-12 14:31:31,32.4225,-111.09283,9,250,2083.92, StrTrk 53 9 1.79V 37C 79801Pa ,,0.9479868883,37C 79801Pa ,79801Pa ,310,79801,0
2021-05-12 14:32:30,2021-05-12 14:32:30,32.42183,-111.094,7,204,2169.87, StrTrk 54 9 1.79V 37C 78990Pa ,,0.9906101596,37C 78990Pa ,78990Pa ,310,78990,0
2021-05-12 14:33:30,2021-05-12 14:33:30,32.421,-111.09467,7,225,2258.87, StrTrk 55 9 1.79V 36C 78178Pa ,,1.008666674,36C 78178Pa ,78178Pa ,309,78178,0
2021-05-12 14:34:30,2021-05-12 14:34:30,32.41983,-111.09517,6,209,2346.96, StrTrk 56 9 1.79V 36C 77391Pa ,,0.9983533301,36C 77391Pa ,77391Pa ,309,77391,0
2021-05-12 14:35:30,2021-05-12 14:35:30,32.4185,-111.09567,9,198,2438.1, StrTrk 57 9 1.79V 36C 76558Pa ,,1.032919997,36C 76558Pa ,76558Pa ,309,76558,0
2021-05-12 14:36:30,2021-05-12 14:36:30,32.41767,-111.096,7,183,2531.97, StrTrk 58 9 1.79V 35C 75679Pa ,,1.063860008,35C 75679Pa ,75679Pa ,308,75679,0
2021-05-12 14:37:30,2021-05-12 14:37:30,32.41717,-111.09583,2,152,2635, StrTrk 59 9 1.79V 34C 74820Pa ,,1.16767333,34C 74820Pa ,74820Pa ,307,74820,0
2021-05-12 14:38:30,2021-05-12 14:38:30,32.417,-111.09517,2,69,2739.85, StrTrk 60 9 1.79V 34C 73858Pa ,,1.188299996,34C 73858Pa ,73858Pa ,307,73858,0
2021-05-12 14:39:30,2021-05-12 14:39:30,32.41667,-111.09467,0,131,2851.1, StrTrk 61 9 1.78V 33C 72915Pa ,,1.260833342,33C 72915Pa ,72915Pa ,306,72915,0
2021-05-12 14:40:31,2021-05-12 14:40:31,32.41683,-111.0945,2,94,2951.07, StrTrk 62 9 1.78V 32C 72022Pa ,,1.114419664,32C 72022Pa ,72022Pa ,305,72022,0
2021-05-12 14:41:30,2021-05-12 14:41:30,32.41717,-111.09433,4,355,3051.96, StrTrk 63 9 1.78V 31C 71121Pa ,,1.162800001,31C 71121Pa ,71121Pa ,304,71121,0
2021-05-12 14:42:30,2021-05-12 14:42:30,32.41767,-111.09433,2,358,3146.15, StrTrk 64 9 1.78V 31C 70283Pa ,,1.067486674,31C 70283Pa ,70283Pa ,304,70283,0
2021-05-12 14:43:30,2021-05-12 14:43:30,32.41817,-111.09433,2,342,3247.95, StrTrk 65 9 1.78V 30C 69431Pa ,,1.15373333,30C 69431Pa ,69431Pa ,303,69431,0
2021-05-12 14:44:30,2021-05-12 14:44:30,32.41917,-111.09467,7,344,3347.92, StrTrk 66 9 1.77V 29C 68612Pa ,,1.13299333,29C 68612Pa ,68612Pa ,302,68612,0
2021-05-12 14:45:30,2021-05-12 14:45:30,32.42067,-111.09533,15,347,3443.02, StrTrk 67 9 1.78V 28C 67775Pa ,,1.077799996,28C 67775Pa ,67775Pa ,301,67775,0
2021-05-12 14:46:30,2021-05-12 14:46:30,32.4225,-111.09583,13,348,3546.04, StrTrk 68 9 1.76V 28C 66968Pa ,,1.167560008,28C 66968Pa ,66968Pa ,301,66968,0
2021-05-12 14:47:30,2021-05-12 14:47:30,32.42517,-111.09667,19,341,3643.88, StrTrk 69 9 1.76V 27C 66140Pa ,,1.10885333,27C 66140Pa ,66140Pa ,300,66140,0
2021-05-12 14:48:30,2021-05-12 14:48:30,32.427,-111.09683,9,353,3746.91, StrTrk 70 9 1.76V 26C 65307Pa ,,1.16767333,26C 65307Pa ,65307Pa ,299,65307,0
2021-05-12 14:49:30,2021-05-12 14:49:30,32.42783,-111.097,4,5,3855.11, StrTrk 71 9 1.76V 26C 64453Pa ,,1.226266676,26C 64453Pa ,64453Pa ,299,64453,0
2021-05-12 14:51:30,2021-05-12 14:51:30,32.42933,-111.098,9,44,4077, StrTrk 73 9 1.76V 25C 62696Pa ,,1.257376663,25C 62696Pa ,62696Pa ,298,62696,0
2021-05-12 14:52:30,2021-05-12 14:52:30,32.42967,-111.09567,17,91,4187.95, StrTrk 74 9 1.75V 24C 61832Pa ,,1.257433342,24C 61832Pa ,61832Pa ,297,61832,0
2021-05-12 14:53:30,2021-05-12 14:53:30,32.42967,-111.09183,20,89,4308.96, StrTrk 75 9 1.74V 24C 60915Pa ,,1.371446662,24C 60915Pa ,60915Pa ,297,60915,0
2021-05-12 14:54:30,2021-05-12 14:54:30,32.43017,-111.088,22,67,4411.07, StrTrk 76 9 1.75V 24C 60131Pa ,,1.157246663,24C 60131Pa ,60131Pa ,297,60131,0
2021-05-12 14:55:30,2021-05-12 14:55:30,32.43133,-111.084,26,67,4514.09, StrTrk 77 9 1.74V 24C 59377Pa ,,1.167560008,24C 59377Pa ,59377Pa ,297,59377,0
2021-05-12 14:56:30,2021-05-12 14:56:30,32.43333,-111.08,22,63,4614.98, StrTrk 78 9 1.73V 24C 58624Pa ,,1.143419996,24C 58624Pa ,58624Pa ,297,58624,0
2021-05-12 14:57:30,2021-05-12 14:57:30,32.43433,-111.07617,17,82,4718, StrTrk 79 9 1.74V 23C 57868Pa ,,1.167559996,23C 57868Pa ,57868Pa ,296,57868,0
2021-05-12 14:58:30,2021-05-12 14:58:30,32.43467,-111.07333,15,83,4827.12, StrTrk 80 9 1.72V 23C 57100Pa ,,1.236693342,23C 57100Pa ,57100Pa ,296,57100,0
2021-05-12 14:59:30,2021-05-12 14:59:30,32.43517,-111.07017,20,73,4931.97, StrTrk 81 9 1.72V 23C 56337Pa ,,1.188299996,23C 56337Pa ,56337Pa ,296,56337,0
2021-05-12 15:01:30,2021-05-12 15:01:30,32.43633,-111.0635,17,80,5158.13, StrTrk 83 9 1.71V 21C 54728Pa ,,1.281573329,21C 54728Pa ,54728Pa ,294,54728,0
2021-05-12 15:02:30,2021-05-12 15:02:30,32.437,-111.0605,17,79,5276.09, StrTrk 84 9 1.71V 21C 53914Pa ,,1.33688001,21C 53914Pa ,53914Pa ,294,53914,0
2021-05-12 15:03:30,2021-05-12 15:03:30,32.438,-111.05733,17,61,5397.09, StrTrk 85 9 1.71V 21C 53100Pa ,,1.371333329,21C 53100Pa ,53100Pa ,294,53100,0
2021-05-12 15:04:30,2021-05-12 15:04:30,32.43867,-111.05333,28,86,5524.2, StrTrk 86 9 1.69V 20C 52255Pa ,,1.440579995,20C 52255Pa ,52255Pa ,293,52255,0
2021-05-12 15:05:31,2021-05-12 15:05:31,32.4385,-111.0485,28,96,5646.12, StrTrk 87 9 1.69V 20C 51438Pa ,,1.359108201,20C 51438Pa ,51438Pa ,293,51438,0
2021-05-12 15:06:30,2021-05-12 15:06:30,32.43767,-111.04383,30,107,5744.26, StrTrk 88 9 1.69V 19C 50782Pa ,,1.131105085,19C 50782Pa ,50782Pa ,292,50782,0
2021-05-12 15:07:30,2021-05-12 15:07:30,32.43617,-111.039,28,100,5857.04, StrTrk 89 9 1.68V 19C 50042Pa ,,1.278173329,19C 50042Pa ,50042Pa ,292,50042,0
2021-05-12 15:08:30,2021-05-12 15:08:30,32.43533,-111.034,28,94,5964.02, StrTrk 90 9 1.68V 18C 49367Pa ,,1.212440009,18C 49367Pa ,49367Pa ,291,49367,0
2021-05-12 15:09:30,2021-05-12 15:09:30,32.43483,-111.02883,24,93,6079.24, StrTrk 91 9 1.68V 18C 48633Pa ,,1.305826662,18C 48633Pa ,48633Pa ,291,48633,0
2021-05-12 15:10:30,2021-05-12 15:10:30,32.43433,-111.02383,28,84,6196.28, StrTrk 92 9 1.67V 17C 47899Pa ,,1.326453329,17C 47899Pa ,47899Pa ,290,47899,0
2021-05-12 15:11:30,2021-05-12 15:11:30,32.43383,-111.019,28,104,6317.28, StrTrk 93 9 1.67V 16C 47152Pa ,,1.371333343,16C 47152Pa ,47152Pa ,289,47152,0
2021-05-12 15:12:30,2021-05-12 15:12:30,32.4325,-111.01383,26,105,6450.18, StrTrk 94 9 1.67V 15C 46329Pa ,,1.506199995,15C 46329Pa ,46329Pa ,288,46329,0
2021-05-12 15:13:30,2021-05-12 15:13:30,32.43117,-111.00933,28,106,6575.15, StrTrk 95 9 1.65V 15C 45555Pa ,,1.416326662,15C 45555Pa ,45555Pa ,288,45555,0
2021-05-12 15:14:30,2021-05-12 15:14:30,32.42917,-111.0045,30,106,6710.17, StrTrk 96 9 1.65V 15C 44744Pa ,,1.530226678,15C 44744Pa ,44744Pa ,288,44744,0
2021-05-12 15:15:30,2021-05-12 15:15:30,32.42767,-110.99967,30,104,6849.16, StrTrk 97 9 1.65V 14C 43929Pa ,,1.575219995,14C 43929Pa ,43929Pa ,287,43929,0
2021-05-12 15:17:30,2021-05-12 15:17:30,32.42617,-110.98933,33,101,7134.15, StrTrk 99 9 1.63V 13C 42281Pa ,,1.614943328,13C 42281Pa ,42281Pa ,286,42281,0
2021-05-12 15:18:30,2021-05-12 15:18:30,32.42533,-110.98417,28,99,7279.23, StrTrk 100 9 1.64V 12C 41470Pa ,,1.644240012, 12C 41470Pa , 41470Pa ,285,41470,0
2021-05-12 15:19:30,2021-05-12 15:19:30,32.42483,-110.9785,31,86,7425.23, StrTrk 101 9 1.63V 11C 40640Pa ,,1.654666661, 11C 40640Pa , 40640Pa ,284,40640,0
2021-05-12 15:20:30,2021-05-12 15:20:30,32.4245,-110.97267,33,93,7561.17, StrTrk 102 9 1.62V 11C 39897Pa ,,1.540653328, 11C 39897Pa , 39897Pa ,284,39897,0
2021-05-12 15:21:30,2021-05-12 15:21:30,32.4235,-110.9665,39,101,7698.33, StrTrk 103 9 1.61V 11C 39141Pa ,,1.554480011, 11C 39141Pa , 39141Pa ,284,39141,0
2021-05-12 15:22:30,2021-05-12 15:22:30,32.42183,-110.96067,30,101,7829.09, StrTrk 104 9 1.62V 10C 38455Pa ,,1.481946662, 10C 38455Pa , 38455Pa ,283,38455,0
2021-05-12 15:23:30,2021-05-12 15:23:30,32.41983,-110.95567,28,114,7956.19, StrTrk 105 9 1.62V 10C 37787Pa ,,1.440466662, 10C 37787Pa , 37787Pa ,283,37787,0
2021-05-12 15:24:30,2021-05-12 15:24:30,32.418,-110.95067,28,110,8091.22, StrTrk 106 9 1.61V 10C 37077Pa ,,1.530340011, 10C 37077Pa , 37077Pa ,283,37077,0
2021-05-12 15:26:30,2021-05-12 15:26:30,32.41367,-110.94083,30,127,8371.33, StrTrk 108 9 1.60V 8C 35663Pa ,,1.587289995, 8C 35663Pa ,35663Pa ,281,35663,0
2021-05-12 15:27:30,2021-05-12 15:27:30,32.41133,-110.93617,24,115,8500.26, StrTrk 109 9 1.60V 7C 35015Pa ,,1.461206677, 7C 35015Pa ,35015Pa ,280,35015,0
2021-05-12 15:28:30,2021-05-12 15:28:30,32.41,-110.93217,20,102,8631.33, StrTrk 110 9 1.59V 7C 34380Pa ,,1.485459995, 7C 34380Pa ,34380Pa ,280,34380,0
2021-05-12 15:29:30,2021-05-12 15:29:30,32.409,-110.928,24,107,8776.41, StrTrk 111 9 1.60V 6C 33685Pa ,,1.644239995, 6C 33685Pa ,33685Pa ,279,33685,0
2021-05-12 15:30:30,2021-05-12 15:30:30,32.40817,-110.924,26,99,8918.14, StrTrk 112 9 1.59V 5C 33007Pa ,,1.606273328, 5C 33007Pa ,33007Pa ,278,33007,0
2021-05-12 15:31:30,2021-05-12 15:31:30,32.40717,-110.92017,24,119,9054.39, StrTrk 113 9 1.59V 5C 32371Pa ,,1.544166678, 5C 32371Pa ,32371Pa ,278,32371,0
2021-05-12 15:32:30,2021-05-12 15:32:30,32.406,-110.91633,22,110,9202.22, StrTrk 114 9 1.58V 5C 31690Pa ,,1.675406661, 5C 31690Pa ,31690Pa ,278,31690,0
2021-05-12 15:33:30,2021-05-12 15:33:30,32.40517,-110.91233,22,94,9356.45, StrTrk 115 9 1.59V 4C 30992Pa ,,1.747939994, 4C 30992Pa ,30992Pa ,277,30992,0
2021-05-12 15:34:30,2021-05-12 15:34:30,32.404,-110.9085,20,114,9518.29, StrTrk 116 9 1.58V 3C 30275Pa ,,1.83418668, 3C 30275Pa ,30275Pa ,276,30275,0
2021-05-12 15:36:30,2021-05-12 15:36:30,32.40183,-110.90067,20,102,9826.45, StrTrk 118 9 1.58V 2C 28930Pa ,,1.746239994, 2C 28930Pa ,28930Pa ,275,28930,0
2021-05-12 15:37:30,2021-05-12 15:37:30,32.40167,-110.89583,30,84,9974.28, StrTrk 119 9 1.57V 1C 28290Pa ,,1.675406679, 1C 28290Pa ,28290Pa ,274,28290,0
2021-05-12 15:38:30,2021-05-12 15:38:30,32.40183,-110.891,24,85,10120.27, StrTrk 120 9 1.58V 0C 27688Pa ,,1.654553328, 0C 27688Pa ,27688Pa ,273,27688,0
2021-05-12 15:39:30,2021-05-12 15:39:30,32.40183,-110.886,26,87,10255.3, StrTrk 121 9 1.57V 0C 27140Pa ,,1.530339995, 0C 27140Pa ,27140Pa ,273,27140,0
2021-05-12 15:40:30,2021-05-12 15:40:30,32.40133,-110.88083,28,97,10404.35, StrTrk 122 9 1.57V 0C 26537Pa ,,1.689233346, 0C 26537Pa ,26537Pa ,273,26537,0
2021-05-12 15:42:30,2021-05-12 15:42:30,32.4015,-110.87183,24,94,10699.39, StrTrk 124 9 1.56V 0C 25370Pa ,,1.671893328, 0C 25370Pa ,25370Pa ,273,25370,0
2021-05-12 15:43:30,2021-05-12 15:43:30,32.40183,-110.86667,31,85,10855.45, StrTrk 125 9 1.56V -1C 24782Pa ,,1.768680013, -1C 24782Pa , 24782Pa ,272,24782,0
2021-05-12 15:44:30,2021-05-12 15:44:30,32.402,-110.861,30,90,11013.34, StrTrk 126 9 1.56V -1C 24182Pa ,,1.789419994, -1C 24182Pa , 24182Pa ,272,24182,0
2021-05-12 15:45:30,2021-05-12 15:45:30,32.40167,-110.85483,37,104,11174.27, StrTrk 127 9 1.56V -2C 23589Pa ,,1.823873327, -2C 23589Pa , 23589Pa ,271,23589,0
2021-05-12 15:46:30,2021-05-12 15:46:30,32.401,-110.8475,43,86,11335.51, StrTrk 128 9 1.56V -3C 23001Pa ,,1.827386661, -3C 23001Pa , 23001Pa ,270,23001,0
2021-05-12 15:47:30,2021-05-12 15:47:30,32.4005,-110.83933,48,92,11503.46, StrTrk 129 9 1.55V -3C 22424Pa ,,1.903433347, -3C 22424Pa , 22424Pa ,270,22424,0
2021-05-12 15:48:30,2021-05-12 15:48:30,32.40083,-110.831,52,89,11676.28, StrTrk 130 9 1.56V -3C 21801Pa ,,1.95862666, -3C 21801Pa , 21801Pa ,270,21801,0
2021-05-12 15:49:30,2021-05-12 15:49:30,32.40183,-110.82083,59,78,11849.4, StrTrk 131 9 1.55V -3C 21227Pa ,,1.96202666, -3C 21227Pa , 21227Pa ,270,21227,0
2021-05-12 15:50:30,2021-05-12 15:50:30,32.40267,-110.81,59,88,12025.58, StrTrk 132 9 1.56V -3C 20642Pa ,,1.996706681, -3C 20642Pa , 20642Pa ,270,20642,0
2021-05-12 15:51:30,2021-05-12 15:51:30,32.40317,-110.79783,74,87,12199.32, StrTrk 133 9 1.55V -4C 20085Pa ,,1.969053327, -4C 20085Pa , 20085Pa ,269,20085,0
2021-05-12 15:52:30,2021-05-12 15:52:30,32.40367,-110.78467,74,88,12373.36, StrTrk 134 9 1.55V -5C 19531Pa ,,1.972453327, -5C 19531Pa , 19531Pa ,268,19531,0
2021-05-12 15:53:30,2021-05-12 15:53:30,32.40467,-110.771,91,86,12543.43, StrTrk 135 9 1.55V -5C 19008Pa ,,1.927460014, -5C 19008Pa , 19008Pa ,268,19008,0
2021-05-12 15:56:30,2021-05-12 15:56:30,32.40417,-110.72417,83,87,13058.55, StrTrk 138 9 1.55V -3C 17515Pa ,,1.946008889, -3C 17515Pa , 17515Pa ,270,17515,0
2021-05-12 15:57:30,2021-05-12 15:57:30,32.40383,-110.70983,85,93,13243.56, StrTrk 139 9 1.55V -2C 17005Pa ,,2.096779993, -2C 17005Pa , 17005Pa ,271,17005,0
2021-05-12 15:58:30,2021-05-12 15:58:30,32.4045,-110.69467,81,87,13415.47, StrTrk 140 9 1.56V -1C 16548Pa ,,1.948313327, -1C 16548Pa , 16548Pa ,272,16548,0
2021-05-12 15:59:30,2021-05-12 15:59:30,32.40433,-110.67883,87,94,13592.56, StrTrk 141 9 1.56V 0C 16080Pa ,,2.007020014, 0C 16080Pa ,16080Pa ,273,16080,0
2021-05-12 16:00:30,2021-05-12 16:00:30,32.40383,-110.66417,72,89,13763.55, StrTrk 142 9 1.54V 0C 15646Pa ,,1.93788666, 0C 15646Pa ,15646Pa ,273,15646,0
2021-05-12 16:01:30,2021-05-12 16:01:30,32.40467,-110.65083,83,79,13941.55, StrTrk 143 9 1.56V 0C 15201Pa ,,2.017333327, 0C 15201Pa ,15201Pa ,273,15201,0
2021-05-12 16:02:30,2021-05-12 16:02:30,32.40667,-110.63533,96,87,14105.53, StrTrk 144 9 1.56V 1C 14809Pa ,,1.858439994, 1C 14809Pa ,14809Pa ,274,14809,0
2021-05-12 16:03:32,2021-05-12 16:03:32,32.40767,-110.61883,83,86,14278.66, StrTrk 145 9 1.56V 1C 14406Pa ,,1.89884516, 1C 14406Pa ,14406Pa ,274,14406,0
2021-05-12 16:04:30,2021-05-12 16:04:30,32.408,-110.6045,78,93,14457.58, StrTrk 146 9 1.56V 2C 14000Pa ,,2.097682768, 2C 14000Pa ,14000Pa ,275,14000,0
2021-05-12 16:06:30,2021-05-12 16:06:30,32.408,-110.5775,69,91,14811.45, StrTrk 148 9 1.56V 3C 13232Pa ,,2.005263337, 3C 13232Pa ,13232Pa ,276,13232,0
2021-05-12 16:07:30,2021-05-12 16:08:12,32.4085,-110.56467,65,88,14983.66, StrTrk 149 9 1.56V 3C 12863Pa ,,1.951713327, 3C 12863Pa ,12863Pa ,276,12863,0
2021-05-12 16:08:30,2021-05-12 16:08:30,32.40933,-110.5525,76,85,15136.67, StrTrk 150 9 1.57V 3C 12556Pa ,,1.734113328, 3C 12556Pa ,12556Pa ,276,12556,0
2021-05-12 16:09:30,2021-05-12 16:09:30,32.40933,-110.54067,65,88,15286.63, StrTrk 151 9 1.56V 4C 12262Pa ,,1.699546679, 4C 12262Pa ,12262Pa ,277,12262,0
2021-05-12 16:11:31,2021-05-12 16:11:31,32.41,-110.51767,59,77,15584.73, StrTrk 153 9 1.57V 4C 11675Pa ,,1.675272727, 4C 11675Pa ,11675Pa ,277,11675,0
2021-05-12 16:12:30,2021-05-12 16:12:30,32.4125,-110.50783,61,66,15746.58, StrTrk 154 9 1.58V 5C 11379Pa ,,1.865389832, 5C 11379Pa ,11379Pa ,278,11379,0
2021-05-12 16:13:30,2021-05-12 16:13:30,32.41517,-110.4965,67,85,15907.51, StrTrk 155 9 1.58V 6C 11079Pa ,,1.823873327, 6C 11079Pa ,11079Pa ,279,11079,0
2021-05-12 16:14:30,2021-05-12 16:14:30,32.41633,-110.4845,74,76,16063.57, StrTrk 156 9 1.57V 6C 10807Pa ,,1.768679994, 6C 10807Pa ,10807Pa ,279,10807,0
2021-05-12 16:15:30,2021-05-12 16:16:25,32.4175,-110.47217,65,91,16216.58, StrTrk 157 9 1.58V 7C 10540Pa ,,1.734113328, 7C 10540Pa ,10540Pa ,280,10540,0
2021-05-12 16:17:30,2021-05-12 16:17:30,32.41783,-110.45017,61,97,16499.74, StrTrk 159 9 1.58V 8C 10057Pa ,,1.604573337, 8C 10057Pa ,10057Pa ,281,10057,0
